MAT_ALU;DAT_ENTRADA;COD_CURSO;COTISTA;NOME
4871;20/01/2019;4;N;Maria Sophia da Conceição
4872;21/01/2019;2;S;Vitória Souza
4873;19/01/2019;3;S;Rebeca Farias
4874;02/01/2019;5;N;Emanuelly Fogaça
4875;10/01/2019;3;N;Dr. Alexandre da Rocha
4876;20/01/2019;3;S;Joana Costela
4877;06/01/2019;6;S;Francisco Cardoso
4878;01/01/2019;2;N;Alice Ramos
4879;25/01/2019;5;S;Agatha Viana
4880;03/01/2019;6;S;Fernanda Sales
4881;21/01/2019;2;S;Vitor Gabriel Lima
4882;14/01/2019;2;S;Maria Alice Lopes
4883;22/01/2019;5;N;Danilo Nogueira
4884;16/01/2019;1;N;Maysa Nunes
4885;04/01/2019;4;N;Catarina Viana
4886;28/01/2019;3;S;Igor Nogueira
4887;03/01/2019;3;S;Isis da Cruz
4888;18/01/2019;3;S;Daniel Jesus
4889;07/01/2019;2;N;Carlos Eduardo Cavalcanti
4890;23/01/2019;5;N;Theo da Cunha
4891;19/01/2019;3;S;Vinicius da Cruz
4892;01/01/2019;6;S;Antônio da Cruz
4893;21/01/2019;1;N;Alana Dias
4894;01/01/2019;2;S;Sabrina Freitas
4895;14/01/2019;1;N;Pedro Lucas Costela
4896;12/01/2019;5;N;Clara Ferreira
4897;12/01/2019;1;S;Letícia Correia
4898;31/01/2019;5;N;Beatriz da Rosa
4899;09/01/2019;5;N;Daniela Cardoso
4900;13/01/2019;4;S;Luana Ferreira
4901;20/01/2019;2;N;Raul Lopes
4902;01/01/2019;2;N;Otávio Farias
4903;18/01/2019;4;S;Esther Fogaça
4904;04/01/2019;2;S;Yago Ferreira
4905;29/01/2019;2;S;Luna Pinto
4906;15/01/2019;1;S;Igor da Rosa
4907;27/01/2019;4;S;Camila Farias
4908;28/01/2019;1;N;Camila Melo
4909;09/01/2019;2;S;Thiago Monteiro
4910;24/01/2019;1;S;Stella da Cruz
4911;19/01/2019;4;S;Pedro Lima
4912;02/01/2019;2;N;Bernardo da Costa
4913;28/01/2019;6;N;Vitória Rodrigues
4914;06/01/2019;1;N;Ana Beatriz Rezende
4915;03/01/2019;6;N;Ana Laura Melo
4916;01/01/2019;4;N;Pedro Miguel Nascimento
4917;22/01/2019;4;S;Maria Vitória Farias
4918;10/01/2019;5;N;Daniel Vieira
4919;16/01/2019;6;S;Sabrina Moura
4920;30/01/2019;3;S;Gustavo Novaes
4921;23/01/2019;4;N;Dr. Vitor Gabriel da Mota
4922;25/01/2019;6;S;Lívia Barros
4923;10/01/2019;1;S;Catarina da Mata
4924;19/01/2019;1;S;João Felipe Barros
4925;27/01/2019;3;N;Matheus Campos
4926;30/01/2019;6;S;Esther Silveira
4927;14/01/2019;2;S;Maria Luiza Costa
4928;05/01/2019;3;N;Amanda Silva
4929;28/01/2019;4;N;Maria Fernanda Gomes
4930;15/01/2019;2;N;Kamilly Rocha
4931;24/01/2019;6;N;Sophie Alves
4932;19/01/2019;3;S;Diego Teixeira
4933;02/01/2019;5;N;Gustavo Henrique Novaes
4934;22/01/2019;1;N;Agatha Carvalho
4935;10/01/2019;3;S;Isis Mendes
4936;14/01/2019;3;N;Júlia Araújo
4937;14/01/2019;5;S;Caio Silveira
4938;02/01/2019;2;N;Thales Almeida
4939;06/01/2019;1;S;Fernando Freitas
4940;05/01/2019;2;N;Bruna Araújo
4941;09/01/2019;1;S;Ian Souza
4942;11/01/2019;6;N;Fernando da Mata
4943;17/01/2019;4;N;Ana Vitória Viana
4944;20/01/2019;2;N;Daniel Moreira
4945;12/01/2019;1;N;Marina Campos
4946;20/01/2019;1;S;Carlos Eduardo Castro
4947;19/01/2019;3;S;Marcela da Cunha
4948;18/01/2019;6;S;Alexia da Rosa
4949;18/01/2019;1;N;Breno Campos
4950;17/01/2019;5;N;Dr. Arthur Fernandes
4951;11/01/2019;1;N;Caroline Silveira
4952;03/01/2019;1;N;Nathan Monteiro
4953;14/01/2019;4;N;Cauê Peixoto
4954;26/01/2019;1;S;Davi Lucas Gomes
4955;08/01/2019;4;N;Dr. Henrique da Cruz
4956;19/01/2019;5;S;Nicolas Fernandes
4957;27/01/2019;1;N;Clara Vieira
4958;23/01/2019;1;S;Maria Alice da Conceição
4959;10/01/2019;1;S;Juliana Santos
4960;09/01/2019;5;N;Caroline Moreira
4961;02/01/2019;1;N;Maria Sophia Mendes
4962;25/01/2019;6;S;Isabella Ferreira
4963;18/01/2019;2;S;Rebeca Martins
4964;04/01/2019;5;N;Dra. Giovanna Almeida
4965;24/01/2019;6;S;Bruno Moraes
4966;27/01/2019;6;S;Antônio Costela
4967;18/01/2019;6;N;Emilly Costela
4968;19/01/2019;3;S;Pedro Miguel Correia
4969;09/01/2019;5;S;Júlia Nascimento
4970;27/01/2019;5;N;Catarina Silva
4971;22/01/2019;2;S;Samuel Cardoso
4972;30/01/2019;6;S;Camila Silva
4973;27/01/2019;4;S;Olivia Costa
4974;15/01/2019;3;N;Clarice Pereira
4975;10/01/2019;2;N;Dr. Miguel Farias
4976;05/01/2019;1;S;Lavínia Araújo
4977;04/01/2019;6;S;Noah Ramos
4978;07/01/2019;1;N;Calebe Nunes
4979;01/01/2019;6;S;Ana Nunes
4980;16/01/2019;4;S;Sophia Lima
4981;15/01/2019;5;N;João Gabriel da Conceição
4982;03/01/2019;5;N;Pietra da Cruz
4983;15/01/2019;6;N;Marcelo Monteiro
4984;26/01/2019;4;S;Davi Castro
4985;23/01/2019;1;N;Milena Barbosa
4986;06/01/2019;5;N;Maria Alice Caldeira
4987;22/01/2019;2;S;Joana Farias
4988;24/01/2019;2;N;Pedro Henrique da Costa
4989;07/01/2019;4;N;Isaac Pereira
4990;18/01/2019;3;N;Augusto Sales
4991;15/01/2019;3;N;Noah Fernandes
4992;07/01/2019;4;S;Dr. Otávio Peixoto
4993;27/01/2019;4;S;Caroline Vieira
4994;16/01/2019;2;S;Stephany Santos
4995;01/01/2019;6;N;João Gabriel Gomes
4996;20/01/2019;4;S;Maria Cecília Moraes
4997;04/01/2019;1;N;Ian Campos
4998;17/01/2019;1;N;Luiz Miguel Azevedo
4999;22/01/2019;6;N;Mariana Cardoso
5000;23/01/2019;4;N;Ryan Melo
5001;05/01/2019;6;S;Ana Vitória Carvalho
5002;19/01/2019;1;S;Enzo Mendes
5003;21/01/2019;4;N;Marcela Novaes
5004;12/01/2019;6;N;Alice Ribeiro
5005;21/01/2019;3;N;Augusto Novaes
5006;23/01/2019;6;N;Renan Vieira
5007;18/01/2019;3;S;Joana Ferreira
5008;11/01/2019;4;S;Murilo da Mota
5009;23/01/2019;4;S;Maria Fernanda da Mata
5010;09/01/2019;2;N;Davi Lucca da Conceição
5011;04/01/2019;6;S;Thiago da Rocha
5012;05/01/2019;1;S;Larissa Teixeira
5013;20/01/2019;2;S;Gabrielly Jesus
5014;04/01/2019;5;S;Nathan Cardoso
5015;04/01/2019;1;S;André Viana
5016;14/01/2019;6;S;Melissa Nascimento
5017;11/01/2019;5;N;Eloah Novaes
5018;25/01/2019;3;S;Antônio Melo
5019;23/01/2019;5;S;Vitor Gabriel Aragão
5020;10/01/2019;2;N;Clara Fernandes
5021;07/01/2019;6;N;Bernardo da Rocha
5022;16/01/2019;4;N;Dr. Bruno Martins
5023;11/01/2019;5;S;Dr. Theo Sales
5024;22/01/2019;6;S;Kevin Carvalho
5025;07/01/2019;2;S;Benjamin Vieira
5026;16/01/2019;2;N;Levi Cunha
5027;21/01/2019;6;N;Leonardo Pereira
5028;07/01/2019;2;N;Maitê Gonçalves
5029;12/01/2019;5;N;Lavínia Porto
5030;26/01/2019;5;N;Bruna Alves
5031;17/01/2019;1;N;Calebe da Rocha
5032;31/01/2019;5;S;Breno Pinto
5033;05/01/2019;6;N;Bruna Castro
5034;21/01/2019;2;N;Gustavo da Mata
5035;17/01/2019;6;S;Caroline Santos
5036;23/01/2019;4;N;Luiz Gustavo Ribeiro
5037;29/01/2019;4;S;Henrique Silveira
5038;04/01/2019;1;S;Luiz Felipe Silveira
5039;08/01/2019;1;N;Dr. Isaac Pereira
5040;13/01/2019;2;N;Vicente Ferreira
5041;22/01/2019;6;N;Maitê Cunha
5042;04/01/2019;2;N;Rafaela Moreira
5043;13/01/2019;2;S;Emanuel Pires
5044;07/01/2019;2;N;Catarina Rodrigues
5045;04/01/2019;3;N;Maysa Martins
5046;12/01/2019;4;N;Matheus da Luz
5047;11/01/2019;4;S;Lucas Gabriel da Costa
5048;21/01/2019;2;S;Maria Farias
5049;01/01/2019;4;S;Luiz Miguel Cardoso
5050;19/01/2019;2;S;Joana Pereira
5051;11/01/2019;6;N;Benício Novaes
5052;24/01/2019;6;N;Beatriz Lima
5053;24/01/2019;6;N;Lívia Ferreira
5054;07/01/2019;6;S;Nicole da Conceição
5055;13/01/2019;4;N;Gabriela da Conceição
5056;23/01/2019;6;N;Vinicius Costa
5057;22/01/2019;1;N;Lorenzo Costela
5058;31/01/2019;4;N;Maria Fernanda Rocha
5059;10/01/2019;4;S;Lorenzo Monteiro
5060;21/01/2019;6;N;Pedro Caldeira
5061;02/01/2019;5;N;Maria Julia Duarte
5062;13/01/2019;6;S;Nathan Campos
5063;14/01/2019;4;N;Leonardo Ribeiro
5064;16/01/2019;1;N;Nicolas Fogaça
5065;19/01/2019;5;S;Cauê Melo
5066;29/01/2019;5;S;Daniela da Luz
5067;24/01/2019;6;N;Lucca Correia
5068;24/01/2019;4;N;Vitor Cardoso
5069;31/01/2019;5;N;Maria Vitória Novaes
5070;19/01/2019;5;N;Natália Gonçalves
5071;31/01/2019;1;N;Anthony Novaes
5072;15/01/2019;5;S;Natália Azevedo
5073;24/01/2019;1;N;Yasmin Cardoso
5074;14/01/2019;6;N;Rodrigo Gonçalves
5075;15/01/2019;1;S;Lucas Gabriel Lima
5076;15/01/2019;1;N;Dr. Nicolas Alves
5077;17/01/2019;2;S;Alícia Moraes
5078;08/01/2019;2;S;Manuela Rezende
5079;08/01/2019;4;S;Pietra Porto
5080;12/01/2019;4;N;Laura da Cunha
5081;03/01/2019;3;N;Francisco Melo
5082;25/01/2019;3;N;Emanuelly Lopes
5083;03/01/2019;1;N;Bernardo Ramos
5084;15/01/2019;3;N;Mariane Jesus
5085;05/01/2019;5;N;Eduarda Lopes
5086;25/01/2019;2;N;Eduardo Lima
5087;12/01/2019;3;N;Nicole Moraes
5088;02/01/2019;3;S;Daniela Pires
5089;13/01/2019;3;S;Cauã da Rocha
5090;16/01/2019;2;N;Vitória Moreira
5091;03/01/2019;2;S;Lívia Barbosa
5092;16/01/2019;5;N;Caroline Teixeira
5093;26/01/2019;5;S;Rebeca Nogueira
5094;10/01/2019;1;S;Maria Fernanda Teixeira
5095;07/01/2019;4;N;Bárbara Rodrigues
5096;19/01/2019;5;S;Rebeca da Rosa
5097;17/01/2019;1;N;Luiz Gustavo das Neves
5098;06/01/2019;1;S;Ana Vitória Pereira
5099;19/01/2019;1;N;Maria Fernanda Melo
5100;31/01/2019;2;S;Letícia Barros
5101;16/01/2019;4;S;Nina Cardoso
5102;15/01/2019;5;S;Vitor Aragão
5103;07/01/2019;5;S;Maria Luiza da Costa
5104;27/01/2019;4;S;Evelyn Cunha
5105;27/01/2019;6;N;Vinicius Rodrigues
5106;19/01/2019;3;S;Larissa Freitas
5107;10/01/2019;4;S;Fernando da Luz
5108;12/01/2019;5;S;Juliana Viana
5109;30/01/2019;3;S;Sarah Fogaça
5110;24/01/2019;3;N;Murilo da Mota
5111;07/01/2019;1;N;Maria Eduarda Teixeira
5112;28/01/2019;1;N;Clara Porto
5113;25/01/2019;6;N;Augusto Barros
5114;06/01/2019;3;S;Enzo Rocha
5115;06/01/2019;3;S;Mariane Barros
5116;07/01/2019;3;S;Lara da Mata
5117;24/01/2019;1;S;Esther Gonçalves
5118;25/01/2019;6;S;Dr. Vinicius Gomes
5119;05/01/2019;4;N;Murilo da Cunha
5120;23/01/2019;1;S;Caroline Silva
5121;06/01/2019;1;S;Kaique da Cunha
5122;19/01/2019;4;S;Ana Lívia Viana
5123;13/01/2019;2;N;Sofia Carvalho
5124;16/01/2019;3;N;Levi da Rosa
5125;08/01/2019;3;S;Sarah Cardoso
5126;02/01/2019;4;N;Gustavo Henrique Ribeiro
5127;25/01/2019;5;S;Agatha da Cunha
5128;27/01/2019;5;N;Sarah Nascimento
5129;01/01/2019;4;N;Danilo Barbosa
5130;23/01/2019;2;N;Marcela Santos
5131;08/01/2019;4;S;Luiz Gustavo Barbosa
5132;04/01/2019;6;N;Rebeca Cardoso
5133;25/01/2019;6;S;Maria Luiza Cavalcanti
5134;25/01/2019;4;N;Yasmin Costa
5135;21/01/2019;4;S;Sophie Novaes
5136;22/01/2019;4;S;Cecília Martins
5137;20/01/2019;5;N;Sophia Novaes
5138;03/01/2019;6;S;Giovanna da Cunha
5139;18/01/2019;3;N;Laura Azevedo
5140;15/01/2019;2;N;Caio Cavalcanti
5141;27/01/2019;2;N;Yasmin Aragão
5142;08/01/2019;4;S;Francisco da Mota
5143;21/01/2019;1;N;Daniela Farias
5144;27/01/2019;5;N;Breno da Conceição
5145;20/01/2019;4;S;Dr. Vitor Teixeira
5146;19/01/2019;4;S;Joaquim da Mata
5147;04/01/2019;1;S;Esther Azevedo
5148;06/01/2019;1;N;Mariane da Rocha
5149;27/01/2019;1;S;Gabriela Rezende
5150;21/01/2019;4;S;Carlos Eduardo Silva
5151;10/01/2019;6;N;Thomas da Mota
5152;12/01/2019;6;N;Davi Aragão
5153;08/01/2019;4;N;Theo Sales
5154;17/01/2019;1;N;Davi Luiz Sales
5155;07/01/2019;5;N;Dr. Enzo Gabriel Araújo
5156;02/01/2019;2;N;Mariane Castro
5157;01/01/2019;2;N;Fernando da Costa
5158;28/01/2019;2;N;Emilly Oliveira
5159;07/01/2019;1;N;Thales Castro
5160;15/01/2019;3;N;Daniel Souza
5161;08/01/2019;4;N;Sofia das Neves
5162;02/01/2019;3;S;Maria Gomes
5163;04/01/2019;3;S;Eloah Novaes
5164;12/01/2019;6;N;Ana Vitória Castro
5165;26/01/2019;3;S;Davi Vieira
5166;15/01/2019;1;N;Mariana Rodrigues
5167;12/01/2019;3;S;Amanda Monteiro
5168;28/01/2019;4;N;Luiz Otávio Souza
5169;20/01/2019;6;N;Gustavo Henrique Novaes
5170;03/01/2019;5;N;Maitê Melo
5171;31/01/2019;3;N;Isabel Rezende
5172;18/01/2019;2;S;Maria Ribeiro
5173;25/01/2019;6;S;Dr. Yago Freitas
5174;29/01/2019;5;N;Luiz Felipe Mendes
5175;21/01/2019;2;S;Dr. Thomas Ribeiro
5176;04/01/2019;3;S;Vitor Hugo Nunes
5177;21/01/2019;2;S;Augusto Lopes
5178;25/01/2019;6;S;Maria Luiza da Conceição
5179;04/01/2019;4;N;Francisco Jesus
5180;24/01/2019;1;N;Otávio da Cruz
5181;28/01/2019;5;S;Levi Lima
5182;06/01/2019;4;N;Ana Carolina Cardoso
5183;13/01/2019;6;S;Noah Melo
5184;15/01/2019;3;N;Luiza da Mota
5185;04/01/2019;3;S;João Miguel Duarte
5186;07/01/2019;1;S;Ana Luiza da Costa
5187;29/01/2019;4;S;Dr. André Nascimento
5188;06/01/2019;5;N;Lucca Martins
5189;04/01/2019;6;N;Agatha Caldeira
5190;29/01/2019;5;S;Ana Laura Castro
5191;13/01/2019;3;N;Luigi Peixoto
5192;25/01/2019;1;N;Thomas Lopes
5193;12/01/2019;4;N;Rafaela Santos
5194;21/01/2019;1;S;Gustavo Mendes
5195;31/01/2019;1;N;Thomas Melo
5196;04/01/2019;1;S;Ana Beatriz Dias
5197;19/01/2019;3;N;Matheus Nunes
5198;15/01/2019;6;N;Pedro Henrique Nascimento
5199;09/01/2019;5;N;Breno das Neves
5200;30/01/2019;5;S;Luiza Campos
5201;31/01/2019;6;S;Bruno da Luz
5202;12/01/2019;6;N;Gabriela Melo
5203;27/01/2019;5;N;Evelyn Rezende
5204;26/01/2019;4;N;Dra. Emanuelly Mendes
5205;01/01/2019;6;S;Vitor Gabriel Cardoso
5206;17/01/2019;2;S;Enrico Peixoto
5207;18/01/2019;4;S;Joaquim Nunes
5208;21/01/2019;5;N;Vinicius Costela
5209;16/01/2019;2;S;Juan da Costa
5210;19/01/2019;4;N;João Vitor Almeida
5211;21/01/2019;4;S;Nathan Porto
5212;22/01/2019;6;S;Danilo Moreira
5213;25/01/2019;2;S;Lara Martins
5214;12/01/2019;4;N;Mariane da Conceição
5215;30/01/2019;2;S;Cauã Barros
5216;20/01/2019;5;S;João Felipe Pereira
5217;24/01/2019;6;N;Leandro Moreira
5218;04/01/2019;2;S;Helena Azevedo
5219;03/01/2019;3;N;Dr. Marcos Vinicius Melo
5220;06/01/2019;6;S;Enrico Fernandes
5221;01/01/2019;1;N;Rodrigo Barbosa
5222;22/01/2019;1;S;Henrique Azevedo
5223;03/01/2019;6;N;Ana Beatriz da Luz
5224;24/01/2019;5;N;Dra. Bruna Souza
5225;11/01/2019;5;N;Mariane Castro
5226;30/01/2019;2;N;Ana Júlia da Luz
5227;08/01/2019;6;N;Enrico Barbosa
5228;23/01/2019;6;S;Gustavo Pereira
5229;09/01/2019;1;S;Ana Lívia Correia
5230;08/01/2019;6;N;Sophie Moura
5231;01/01/2019;1;S;Gabriel Costela
5232;03/01/2019;4;S;Caio Cavalcanti
5233;21/01/2019;5;S;Renan Melo
5234;22/01/2019;4;S;Pedro Ramos
5235;07/01/2019;6;S;Caroline Caldeira
5236;07/01/2019;2;N;Pietro Almeida
5237;28/01/2019;3;N;Eduardo da Mata
5238;16/01/2019;1;S;Lucas Gabriel Souza
5239;24/01/2019;2;N;Henrique Dias
5240;18/01/2019;1;S;Carlos Eduardo Silva
5241;22/01/2019;1;S;Dra. Valentina Costa
5242;14/01/2019;6;N;Yasmin Moura
5243;05/01/2019;6;S;Emanuelly Teixeira
5244;24/01/2019;6;S;Isis Alves
5245;19/01/2019;5;N;Gustavo Moraes
5246;25/01/2019;6;N;Natália Fernandes
5247;23/01/2019;3;N;Emanuelly Aragão
5248;31/01/2019;4;S;Stella Souza
5249;12/01/2019;2;S;Heitor Pinto
5250;10/01/2019;1;S;Dr. Joaquim Araújo
5251;09/01/2019;5;S;Maria Sophia Ferreira
5252;05/01/2019;1;S;Ana Julia Cardoso
5253;04/01/2019;4;S;Ana Rocha
5254;31/01/2019;2;N;Thomas Cardoso
5255;30/01/2019;4;S;Carolina Correia
5256;22/01/2019;1;N;Joaquim Santos
5257;21/01/2019;6;S;Ana Carolina Moraes
5258;30/01/2019;3;S;Mariana Araújo
5259;12/01/2019;2;N;Nicolas da Mata
5260;13/01/2019;2;S;Vitor Gabriel Rezende
5261;24/01/2019;6;N;Dr. Enzo Gabriel Monteiro
5262;02/01/2019;3;S;Gustavo Henrique Santos
5263;02/01/2019;1;N;Luna Monteiro
5264;22/01/2019;4;S;Pedro Lucas Porto
5265;09/01/2019;4;S;Isabella Ribeiro
5266;18/01/2019;1;S;Miguel Caldeira
5267;10/01/2019;1;S;Nicolas Martins
5268;07/01/2019;2;N;João Miguel Cardoso
5269;24/01/2019;3;N;Beatriz Dias
5270;21/01/2019;4;N;Ian Teixeira
5271;06/01/2019;5;S;Pedro da Luz
5272;13/01/2019;1;S;Nicolas Rocha
5273;07/01/2019;2;N;João Vitor Cavalcanti
5274;12/01/2019;2;S;Raul Gonçalves
5275;26/01/2019;1;N;Maria Sophia Porto
5276;19/01/2019;5;N;Emilly da Rosa
5277;23/01/2019;4;N;Sarah da Rosa
5278;27/01/2019;1;N;Isadora Duarte
5279;07/01/2019;6;S;Amanda Melo
5280;28/01/2019;4;N;Cecília Rezende
5281;21/01/2019;2;S;Gabriel da Mata
5282;13/01/2019;3;N;João Guilherme da Rosa
5283;24/01/2019;4;N;Marcelo Monteiro
5284;12/01/2019;2;S;Maysa Dias
5285;11/01/2019;2;S;Sarah Santos
5286;30/01/2019;5;S;Caio Gonçalves
5287;09/01/2019;3;S;Yago Moraes
5288;03/01/2019;6;N;Davi Freitas
5289;04/01/2019;6;S;Arthur da Cunha
5290;21/01/2019;6;S;Luiz Miguel Cardoso
5291;27/01/2019;6;N;Maria Clara da Costa
5292;11/01/2019;6;S;Thomas Fernandes
5293;25/01/2019;4;S;Sophie Barros
5294;09/01/2019;5;S;Julia Cavalcanti
5295;04/01/2019;2;N;Manuela Duarte
5296;23/01/2019;3;N;Lorena Pereira
5297;06/01/2019;2;S;Matheus Barros
5298;09/01/2019;6;N;Maria Sophia da Rocha
5299;04/01/2019;6;S;Alana Fernandes
5300;23/01/2019;2;N;Isaac Farias
5301;20/01/2019;5;N;Matheus Carvalho
5302;05/01/2019;6;S;Anthony Farias
5303;26/01/2019;3;S;Renan Lopes
5304;16/01/2019;5;N;Maria Sophia Moraes
5305;13/01/2019;1;S;João Miguel Nogueira
5306;02/01/2019;2;S;Laura Sales
5307;06/01/2019;3;N;Igor Fernandes
5308;13/01/2019;3;N;Fernanda Campos
5309;26/01/2019;6;N;Antônio Martins
5310;02/01/2019;2;N;Maria Alice Teixeira
5311;19/01/2019;3;N;Eduarda Moura
5312;15/01/2019;5;S;Carolina Rezende
5313;09/01/2019;4;S;Ana Vitória Moraes
5314;07/01/2019;1;N;Yago Vieira
5315;18/01/2019;1;N;João Pedro Carvalho
5316;15/01/2019;4;S;Guilherme da Luz
5317;07/01/2019;3;S;Bárbara Sales
5318;06/01/2019;2;S;Pietra Castro
5319;08/01/2019;3;N;Juliana da Rocha
5320;28/01/2019;2;N;Eduarda Sales
5321;02/01/2019;5;N;Lara da Luz
5322;08/01/2019;5;S;Dra. Maria Julia da Paz
5323;26/01/2019;2;S;Juliana Rezende
5324;25/01/2019;5;N;Noah Silveira
5325;17/01/2019;4;N;Nathan Dias
5326;24/01/2019;2;S;Raquel Barbosa
5327;16/01/2019;1;S;Maria Sophia da Mota
5328;20/01/2019;5;N;Laís da Paz
5329;21/01/2019;6;N;Dr. Gustavo Gonçalves
5330;10/01/2019;3;S;João Pedro Moura
5331;24/01/2019;6;S;Ana Clara Rocha
5332;13/01/2019;3;S;Vitor Silva
5333;09/01/2019;5;S;Sophie Lopes
5334;07/01/2019;3;N;Stephany Nascimento
5335;13/01/2019;4;S;Thiago Aragão
5336;20/01/2019;6;N;Rafael Almeida
5337;31/01/2019;2;N;Beatriz Costela
5338;09/01/2019;3;N;Luna Fernandes
5339;21/01/2019;4;N;Thiago Correia
5340;20/01/2019;1;S;Valentina Barros
5341;16/01/2019;6;S;Elisa Lopes
5342;01/01/2019;6;N;Yuri Rodrigues
5343;21/01/2019;6;S;Bruna Vieira
5344;26/01/2019;2;N;João Guilherme Nogueira
5345;17/01/2019;3;N;Isis Cardoso
5346;09/01/2019;3;S;Stephany Carvalho
5347;18/01/2019;6;N;João Felipe da Conceição
5348;03/01/2019;5;N;Ana Sophia da Conceição
5349;12/01/2019;5;N;Giovanna Pires
5350;17/01/2019;5;S;Dr. Rafael Ramos
5351;15/01/2019;4;N;Natália Costela
5352;07/01/2019;3;N;Fernando da Mota
5353;06/01/2019;2;N;Isadora Rezende
5354;30/01/2019;4;S;Marina da Rocha
5355;06/01/2019;4;S;Alícia Moreira
5356;13/01/2019;4;S;Rafael Azevedo
5357;27/01/2019;5;N;Sophie Melo
5358;01/01/2019;4;S;Manuela Silva
5359;29/01/2019;2;N;Cecília Pinto
5360;26/01/2019;6;S;Kaique Farias
5361;21/01/2019;5;S;Letícia Melo
5362;01/01/2019;3;S;Lucas Gabriel Barros
5363;09/01/2019;1;N;Ana Sophia Pires
5364;02/01/2019;5;S;Alana Ribeiro
5365;14/01/2019;5;S;Miguel Mendes
5366;27/01/2019;2;N;João Lucas Lopes
5367;07/01/2019;6;N;Benício Pereira
5368;24/01/2019;2;S;Samuel Almeida
5369;12/01/2019;2;S;Enzo Moraes
5370;14/01/2019;3;S;Francisco Oliveira
5371;30/01/2019;4;N;Ana Beatriz Alves
5372;28/01/2019;2;N;Amanda Oliveira
5373;16/01/2019;3;S;Ana Farias
5374;05/01/2019;1;N;Ana Julia da Mata
5375;05/01/2019;6;N;Nina Pereira
5376;19/01/2019;4;N;Mariane Martins
5377;10/01/2019;5;N;Ana Monteiro
5378;03/01/2019;3;N;Thales Nunes
5379;13/01/2019;5;N;Joaquim Carvalho
5380;25/01/2019;1;S;Anthony Moura
5381;15/01/2019;4;N;Dr. João Pedro Souza
5382;06/01/2019;3;S;Pedro Vieira
5383;31/01/2019;3;S;Raul Costela
5384;07/01/2019;6;N;Pietra Peixoto
5385;22/01/2019;1;N;Dr. Ian Costela
5386;29/01/2019;2;N;Gabriela da Mata
5387;26/01/2019;4;N;Pedro Henrique da Conceição
5388;30/01/2019;2;N;Marina da Mata
5389;19/01/2019;4;S;Laura Melo
5390;06/01/2019;2;S;Bianca Fernandes
5391;04/01/2019;4;N;Danilo Cardoso
5392;04/01/2019;3;N;Maria Alice Nunes
5393;17/01/2019;4;N;Julia Novaes
5394;21/01/2019;5;N;Ian Viana
5395;02/01/2019;6;S;Otávio da Cunha
5396;06/01/2019;4;S;Mirella da Rocha
5397;12/01/2019;4;S;Vitória Santos
5398;20/01/2019;1;S;Dra. Ana Sophia Pires
5399;26/01/2019;1;N;Paulo Alves
5400;16/01/2019;2;S;Gustavo Henrique Almeida
5401;21/01/2019;3;N;Camila Nunes
5402;08/01/2019;1;S;Alexia Castro
5403;13/01/2019;5;S;Nicole Nunes
5404;27/01/2019;4;S;Gabriela Dias
5405;15/01/2019;6;N;Mariane Fernandes
5406;02/01/2019;1;S;Dr. Lucas Cardoso
5407;26/01/2019;6;N;Raquel Oliveira
5408;11/01/2019;2;N;Amanda Cavalcanti
5409;30/01/2019;1;S;Eduarda Novaes
5410;16/01/2019;6;N;Leonardo Fogaça
5411;08/01/2019;4;N;Stephany Freitas
5412;13/01/2019;3;S;Isis Viana
5413;02/01/2019;2;S;Lucas Gabriel Monteiro
5414;17/01/2019;2;N;Daniela da Paz
5415;15/01/2019;5;S;Raul Gomes
5416;30/01/2019;5;S;Emilly Alves
5417;14/01/2019;4;N;Alana Novaes
5418;16/01/2019;5;N;Vitor Azevedo
5419;23/01/2019;1;N;Marcelo Novaes
5420;22/01/2019;3;S;Ana Lívia Alves
5421;20/01/2019;3;S;Eduardo das Neves
5422;24/01/2019;6;S;Otávio Silva
5423;06/01/2019;4;S;Letícia Vieira
5424;24/01/2019;3;N;Nina Gomes
5425;17/01/2019;5;N;Maria Sophia Ferreira
5426;23/01/2019;6;N;Bruno Ramos
5427;27/01/2019;1;S;Larissa da Cunha
5428;14/01/2019;6;N;Isabel da Conceição
5429;31/01/2019;3;S;Mariane da Mota
5430;28/01/2019;1;N;Carolina Gomes
5431;19/01/2019;3;S;Dr. João Lucas Martins
5432;10/01/2019;6;S;Nicole Pires
5433;07/01/2019;3;S;Lucas Gabriel da Cunha
5434;23/01/2019;1;N;Maria Luiza Peixoto
5435;19/01/2019;2;N;Maria Luiza Araújo
5436;01/01/2019;6;S;Dr. Thiago Souza
5437;23/01/2019;1;N;Francisco da Rocha
5438;24/01/2019;6;N;Carlos Eduardo Silva
5439;22/01/2019;2;S;Kamilly da Rocha
5440;04/01/2019;4;S;Pedro Lucas da Cunha
5441;02/01/2019;3;S;Dra. Eduarda Cunha
5442;24/01/2019;6;S;Henrique Lopes
5443;01/01/2019;3;S;Caroline Jesus
5444;28/01/2019;5;S;Clara Azevedo
5445;09/01/2019;2;N;Julia Barbosa
5446;15/01/2019;1;S;Yuri Nogueira
5447;13/01/2019;2;N;Marcelo Mendes
5448;18/01/2019;6;S;Stella da Costa
5449;08/01/2019;4;N;Raquel Nunes
5450;23/01/2019;2;S;Mariana da Mata
5451;08/01/2019;4;N;Milena Cardoso
5452;23/01/2019;6;S;Luiz Otávio Araújo
