MAT_ALU;NOME;DAT_ENTRADA;COD_CURSO;COTISTA
6276;Maria Clara Silva;27/01/19;6;S
6277;Alexia Melo;25/01/19;3;S
6278;Theo Caldeira;09/01/19;4;N
6279;Leandro Porto;23/01/19;1;S
6280;Ana Beatriz Santos;18/01/19;5;N
6281;Guilherme Barros;07/01/19;3;S
6282;Nicolas Souza;10/01/19;4;S
6283;Kevin Cunha;15/01/19;3;S
6284;Mariana Lima;20/01/19;2;S
6285;Marcela da Mata;10/01/19;2;S
6286;João Vitor Ferreira;14/01/19;3;S
6287;Samuel Viana;16/01/19;1;S
6288;Dr. Luiz Felipe Correia;03/01/19;3;N
6289;Nathan da Conceição;23/01/19;5;N
6290;Augusto das Neves;20/01/19;2;N
6291;Valentina Pinto;11/01/19;2;N
6292;Dra. Esther da Mota;27/01/19;1;N
6293;Natália Araújo;01/01/19;4;N
6294;Luiz Miguel Souza;15/01/19;3;N
6295;Gustavo Henrique Freitas;20/01/19;1;S
6296;Cecília Cunha;25/01/19;2;N
6297;Maria Cecília da Paz;06/01/19;4;S
6298;Dra. Mariane Barbosa;01/01/19;1;N
6299;Agatha Porto;05/01/19;4;S
6300;Ana Julia Gonçalves;05/01/19;2;N
6301;Lucca Moreira;29/01/19;6;N
6302;Evelyn Azevedo;27/01/19;2;S
6303;Enzo Ferreira;21/01/19;6;S
6304;Pedro Silva;03/01/19;1;N
6305;Catarina Costela;30/01/19;1;S
6306;Theo Moura;06/01/19;5;S
6307;Gabrielly Duarte;05/01/19;5;N
6308;Isaac Fernandes;16/01/19;4;N
6309;Lívia Fernandes;06/01/19;6;N
6310;João Lucas Oliveira;06/01/19;5;S
6311;Sofia Nunes;22/01/19;2;N
6312;Fernanda Teixeira;29/01/19;6;N
6313;Maria Alice Duarte;11/01/19;3;N
6314;Maria Vitória Moreira;04/01/19;4;S
6315;Vitória Araújo;27/01/19;3;N
6316;Dra. Heloísa da Luz;31/01/19;5;S
6317;Joaquim da Mota;14/01/19;2;S
6318;Lucca Ribeiro;14/01/19;4;S
6319;João Pedro Cunha;15/01/19;3;N
6320;Paulo Silva;01/01/19;4;N
6321;Maria Luiza Barros;19/01/19;6;S
6322;Felipe Jesus;04/01/19;5;N
6323;Laura Pinto;24/01/19;4;N
6324;Lorenzo da Paz;18/01/19;5;N
6325;Caio Azevedo;07/01/19;1;N
6326;Gustavo Henrique Silveira;10/01/19;1;N
6327;Luana da Rocha;21/01/19;4;N
6328;Nicolas Silveira;08/01/19;6;S
6329;Ana Luiza Moreira;25/01/19;3;N
6330;Stephany Pereira;28/01/19;2;N
6331;Agatha Sales;10/01/19;3;N
6332;Pedro Miguel Melo;22/01/19;2;N
6333;Gabriel Alves;23/01/19;2;N
6334;Levi Vieira;24/01/19;1;S
6335;Lorena da Rocha;26/01/19;4;N
6336;Gustavo Barros;06/01/19;6;S
6337;Ana Laura Castro;02/01/19;5;S
6338;Luna Barbosa;31/01/19;2;N
6339;Dra. Emanuella Lopes;10/01/19;5;N
6340;Clara Lopes;31/01/19;5;S
6341;Luiza Barros;14/01/19;5;S
6342;Brenda Nascimento;03/01/19;5;S
6343;Maria Vitória da Costa;10/01/19;1;N
6344;Emanuella Nogueira;23/01/19;4;S
6345;Arthur Martins;29/01/19;5;N
6346;Brenda Martins;11/01/19;6;S
6347;Larissa Pinto;07/01/19;6;N
6348;Davi Lucas Duarte;13/01/19;4;N
6349;Isabel das Neves;12/01/19;6;N
6350;Beatriz Pires;10/01/19;3;N
6351;Caroline Costa;23/01/19;4;S
6352;Ana Júlia Novaes;24/01/19;1;N
6353;Rodrigo Carvalho;23/01/19;5;S
6354;Daniel Dias;09/01/19;1;N
6355;João Miguel da Rosa;01/01/19;3;N
6356;Guilherme Nascimento;02/01/19;5;S
6357;Giovanna Duarte;22/01/19;3;S
6358;Vitória Castro;19/01/19;2;S
6359;Joana Campos;15/01/19;5;S
6360;Milena Novaes;30/01/19;3;S
6361;Felipe Nascimento;16/01/19;6;N
6362;Ian Silva;01/01/19;5;S
6363;Mariana Rezende;18/01/19;4;N
6364;Alice Carvalho;09/01/19;3;N
6365;João Vitor Nogueira;23/01/19;1;N
6366;Juan Silva;31/01/19;4;S
6367;Kaique Santos;10/01/19;6;N
6368;Marina Lopes;04/01/19;2;N
6369;Thales Moreira;11/01/19;3;S
6370;Valentina Lima;24/01/19;2;S
6371;Benjamin Nunes;14/01/19;6;S
6372;Yago Jesus;20/01/19;4;S
6373;Vicente Porto;26/01/19;3;S
6374;Clarice Azevedo;21/01/19;6;S
6375;Bianca Cavalcanti;16/01/19;4;S
6376;Isis Silveira;07/01/19;2;N
6377;Arthur Silveira;17/01/19;1;S
6378;Catarina Cardoso;27/01/19;1;N
6379;Pedro Miguel Alves;01/01/19;5;N
6380;Caio Caldeira;16/01/19;4;S
6381;Enzo Gabriel da Conceição;24/01/19;2;S
6382;Noah Fogaça;14/01/19;3;N
6383;Gustavo Henrique Viana;22/01/19;4;S
6384;Luna da Mata;01/01/19;5;N
6385;Luiz Miguel Pereira;11/01/19;5;S
6386;Isabelly Nogueira;23/01/19;5;N
6387;Maitê da Costa;28/01/19;2;S
6388;Kamilly Duarte;02/01/19;5;S
6389;Dr. Paulo Mendes;17/01/19;2;S
6390;Nicole Costa;06/01/19;2;S
6391;Isabel Porto;12/01/19;1;S
6392;Thiago Novaes;25/01/19;4;N
6393;Danilo Viana;11/01/19;1;S
6394;Camila Ribeiro;17/01/19;6;N
6395;Mariana da Luz;22/01/19;5;N
6396;Dr. João Gabriel das Neves;01/01/19;1;N
6397;Nathan da Luz;25/01/19;5;N
6398;Danilo Cardoso;10/01/19;5;N
6399;Maria Vitória Silveira;25/01/19;5;N
6400;Dra. Gabrielly da Cunha;06/01/19;5;N
6401;Nicolas das Neves;28/01/19;1;S
6402;Benjamin da Conceição;19/01/19;5;N
6403;Alice Viana;18/01/19;2;S
6404;Luiza Pinto;18/01/19;2;N
6405;Benjamin Santos;13/01/19;1;N
6406;Caio Ribeiro;05/01/19;4;S
6407;Thales Martins;22/01/19;5;N
6408;Ryan Araújo;15/01/19;6;N
6409;Vicente Rodrigues;12/01/19;3;N
6410;Francisco Vieira;22/01/19;3;S
6411;Luigi Rezende;01/01/19;4;N
6412;Gustavo Henrique Rezende;11/01/19;1;S
6413;Laís Costela;16/01/19;2;N
6414;Isaac da Conceição;16/01/19;3;N
6415;Eduarda Campos;07/01/19;1;S
6416;Thomas da Rocha;03/01/19;1;N
6417;João Gabriel da Cunha;18/01/19;5;N
6418;Felipe Moura;20/01/19;5;N
6419;Mariane Duarte;18/01/19;4;N
6420;Francisco da Rocha;21/01/19;3;N
6421;Bryan Cavalcanti;03/01/19;6;S
6422;Lívia Carvalho;27/01/19;1;N
6423;Yuri da Mata;29/01/19;1;S
6424;Luiz Miguel Campos;16/01/19;2;N
6425;Luiz Felipe Freitas;21/01/19;1;N
6426;Nina Ferreira;27/01/19;1;N
6427;Eduardo da Mata;03/01/19;4;S
6428;Dr. Gustavo Henrique Carvalho;01/01/19;3;N
6429;Pedro Moura;11/01/19;4;S
6430;Luna da Rosa;28/01/19;5;S
6431;Elisa Barros;26/01/19;2;N
6432;Mariana Fogaça;20/01/19;1;N
6433;Luiz Otávio Oliveira;14/01/19;3;N
6434;Alana Silva;01/01/19;1;S
6435;Luiz Henrique da Mota;24/01/19;6;S
6436;Bernardo das Neves;28/01/19;5;N
6437;Maria Eduarda Lima;26/01/19;6;S
6438;Eduarda Freitas;30/01/19;3;N
6439;Dr. Henrique Aragão;26/01/19;5;S
6440;Benício Ramos;04/01/19;6;S
6441;Luiz Gustavo Moraes;02/01/19;2;N
6442;Stephany Cunha;23/01/19;6;N
6443;Giovanna Pereira;16/01/19;6;N
6444;Maria da Rocha;30/01/19;1;S
6445;Matheus Monteiro;18/01/19;5;N
6446;Giovanna Nascimento;21/01/19;2;N
6447;Benjamin Souza;07/01/19;4;S
6448;Lavínia da Luz;15/01/19;2;S
6449;Cauê Nunes;18/01/19;1;N
6450;Beatriz Almeida;22/01/19;3;S
6451;Maria Eduarda Nascimento;15/01/19;1;N
6452;Alexia Silveira;01/01/19;3;S
6453;Maria Cecília Moreira;23/01/19;4;S
6454;Alana Almeida;10/01/19;1;N
6455;Lorena Ferreira;11/01/19;6;S
6456;Murilo Nunes;02/01/19;1;S
6457;Davi Lucca da Cruz;30/01/19;4;S
6458;Nathan Santos;18/01/19;5;S
6459;Manuela Barbosa;14/01/19;5;N
6460;Lorena da Paz;14/01/19;3;S
6461;Luna Novaes;07/01/19;3;N
6462;Lara Moraes;14/01/19;6;N
6463;Antônio Martins;20/01/19;3;S
6464;Lívia Mendes;12/01/19;6;N
6465;Davi Lucas da Rosa;01/01/19;4;S
6466;Gabriel Viana;19/01/19;4;S
6467;Dr. Rafael Pereira;03/01/19;1;N
6468;Lucca Oliveira;14/01/19;1;N
6469;Fernanda Silva;31/01/19;3;S
6470;Ryan da Costa;16/01/19;6;S
6471;Ana Caldeira;09/01/19;5;N
6472;Murilo da Rocha;20/01/19;1;N
6473;João Lucas Pereira;14/01/19;5;N
6474;Emanuelly Santos;29/01/19;1;N
6475;Nina Fernandes;26/01/19;1;N
6476;Maria Sophia Cardoso;18/01/19;5;N
6477;João Miguel Teixeira;04/01/19;2;N
6478;Luiz Fernando Costa;09/01/19;1;N
6479;Diogo Sales;16/01/19;6;S
6480;Joana Silveira;29/01/19;4;N
6481;Erick Rocha;19/01/19;6;N
6482;Ana Julia Dias;11/01/19;5;S
6483;Bruno Porto;26/01/19;1;S
6484;Ian Martins;22/01/19;2;N
6485;Rodrigo Pinto;11/01/19;5;N
6486;Milena Nunes;12/01/19;2;S
6487;Felipe Porto;10/01/19;3;N
6488;Alícia Nascimento;29/01/19;3;S
6489;Gustavo Henrique da Rosa;13/01/19;1;N
6490;Lorenzo Cunha;21/01/19;2;N
6491;Maria Eduarda Ribeiro;31/01/19;4;N
6492;Luna Nascimento;16/01/19;2;S
6493;Lívia Costela;21/01/19;6;S
6494;Juan Carvalho;12/01/19;6;S
6495;Sophie Costela;01/01/19;3;S
6496;Olivia Cunha;03/01/19;3;S
6497;Enrico Ribeiro;22/01/19;2;S
6498;Carolina das Neves;27/01/19;1;S
6499;Marina Campos;12/01/19;1;S
6500;Luiz Henrique Alves;12/01/19;1;S
6501;Pedro Lucas das Neves;19/01/19;5;N
6502;Luiza Gonçalves;12/01/19;2;S
6503;Ana Luiza Melo;06/01/19;1;N
6504;Dr. Davi Luiz Barbosa;03/01/19;5;N
6505;Enrico Campos;02/01/19;1;S
6506;Igor Lopes;26/01/19;4;S
6507;Luiz Gustavo Freitas;14/01/19;2;S
6508;Levi da Rosa;08/01/19;2;N
6509;Igor da Rocha;22/01/19;1;N
6510;Antônio Silva;29/01/19;1;N
6511;Diogo Monteiro;13/01/19;1;S
6512;Sophia Porto;21/01/19;1;N
6513;Nicole Fernandes;31/01/19;2;N
6514;Fernanda Barros;05/01/19;3;N
6515;Ana Laura Cavalcanti;29/01/19;6;N
6516;Augusto Pereira;16/01/19;5;N
6517;Isis Martins;07/01/19;3;N
6518;Marcelo Rezende;09/01/19;3;N
6519;Renan Gonçalves;01/01/19;1;S
6520;João Rodrigues;09/01/19;1;N
6521;Fernanda da Rocha;26/01/19;3;N
6522;Diego Cavalcanti;15/01/19;3;S
6523;João Guilherme Fogaça;05/01/19;5;S
6524;Davi Luiz Araújo;20/01/19;2;S
6525;Matheus da Conceição;08/01/19;4;S
6526;Francisco Mendes;05/01/19;4;N
6527;Davi Lucca Dias;20/01/19;4;S
6528;Davi Luiz Moraes;09/01/19;2;S
6529;Leandro Azevedo;31/01/19;3;N
6530;Daniela da Cunha;26/01/19;2;N
6531;Pedro Lucas Alves;18/01/19;5;S
6532;João Vieira;06/01/19;2;S
6533;Luiz Henrique Fernandes;10/01/19;2;S
6534;André Lima;13/01/19;1;S
6535;Juan Caldeira;29/01/19;2;N
6536;Luna Rocha;23/01/19;3;S
6537;Arthur Nogueira;23/01/19;4;N
6538;Cauê Correia;14/01/19;5;S
6539;Ana Julia Rezende;07/01/19;6;S
6540;Bryan da Cruz;13/01/19;4;N
6541;João Vitor da Rosa;15/01/19;2;S
6542;Emanuelly Rezende;25/01/19;3;S
6543;Gustavo Henrique Pinto;18/01/19;5;N
6544;Felipe Moura;19/01/19;1;N
6545;Vitor Hugo Mendes;16/01/19;5;S
6546;Clara Freitas;30/01/19;2;N
6547;Nina Jesus;04/01/19;3;N
6548;João Felipe Araújo;20/01/19;6;S
6549;Letícia Teixeira;29/01/19;6;S
6550;Evelyn Fogaça;01/01/19;5;S
6551;Juliana Gomes;17/01/19;5;N
6552;Elisa Teixeira;01/01/19;2;N
6553;Helena Peixoto;15/01/19;1;N
6554;Rafael Melo;08/01/19;1;S
6555;Dra. Emilly Souza;07/01/19;4;S
6556;Julia da Paz;20/01/19;6;N
6557;João Guilherme Ferreira;04/01/19;4;S
6558;Maria Luiza da Conceição;20/01/19;3;N
6559;Guilherme da Rocha;09/01/19;6;N
6560;Valentina Cavalcanti;25/01/19;2;S
6561;Ana Júlia Carvalho;24/01/19;1;N
6562;Isaac Santos;29/01/19;2;N
6563;Ana Beatriz Azevedo;13/01/19;5;N
6564;Leonardo Caldeira;21/01/19;3;N
6565;Calebe Vieira;03/01/19;4;N
6566;Maria Clara Pinto;26/01/19;5;S
6567;Vitória Cardoso;03/01/19;5;N
6568;Isabel Pereira;01/01/19;1;N
6569;Evelyn Nunes;01/01/19;6;S
6570;Dr. João Lucas Mendes;28/01/19;1;S
6571;Erick Lima;28/01/19;2;N
6572;Sabrina Ramos;10/01/19;3;S
6573;Dr. João Felipe Freitas;12/01/19;2;N
6574;Ian da Mota;30/01/19;2;N
6575;Cauã Dias;05/01/19;6;S
6576;Eloah Moreira;01/01/19;2;S
6577;Maysa Dias;19/01/19;2;S
6578;Levi Porto;04/01/19;6;N
6579;Maysa Melo;28/01/19;4;N
6580;Diego Nogueira;06/01/19;5;S
6581;Eduardo Jesus;05/01/19;1;S
6582;Luana Azevedo;23/01/19;1;N
6583;Enzo Moraes;07/01/19;6;S
6584;Letícia Silveira;06/01/19;1;N
6585;Lorenzo Jesus;08/01/19;2;S
6586;Lucas Gabriel da Mota;02/01/19;5;S
6587;Bárbara Carvalho;11/01/19;4;N
6588;João Pedro das Neves;05/01/19;4;N
6589;Miguel da Mota;29/01/19;3;N
6590;João Pedro Castro;31/01/19;5;N
6591;Raul Jesus;11/01/19;1;S
6592;Gabriela Ferreira;01/01/19;1;S
6593;Maria Sophia da Mota;30/01/19;1;S
6594;Alexia Martins;03/01/19;2;S
6595;Emanuel Mendes;25/01/19;2;N
6596;Maria Eduarda da Cruz;26/01/19;1;N
6597;Lara Pinto;14/01/19;2;S
6598;Cauã Ribeiro;25/01/19;6;S
6599;Maria Luiza Aragão;30/01/19;5;S
6600;Dra. Olivia Porto;22/01/19;6;N
6601;Lucca Cardoso;24/01/19;2;S
6602;Dra. Sarah Caldeira;26/01/19;6;S
6603;João Felipe Azevedo;12/01/19;1;N
6604;Olivia Pinto;09/01/19;3;N
6605;Ryan Moraes;27/01/19;5;N
6606;Milena da Luz;09/01/19;5;S
6607;João Felipe Barros;18/01/19;1;N
6608;Yuri Rezende;08/01/19;2;N
6609;Luiza Moraes;15/01/19;2;N
6610;Ana Lívia Martins;18/01/19;2;S
6611;Maria Caldeira;16/01/19;5;N
6612;Dr. Emanuel da Conceição;25/01/19;2;S
6613;Dr. Marcelo da Mota;24/01/19;6;N
5294;Julia Cavalcanti;09/01/19;5;S
5295;Manuela Duarte;04/01/19;2;N
5296;Lorena Pereira;23/01/19;3;N
5297;Matheus Barros;06/01/19;2;S
5298;Maria Sophia da Rocha;09/01/19;6;N
5299;Alana Fernandes;04/01/19;6;S
5300;Isaac Farias;23/01/19;2;N
5301;Matheus Carvalho;20/01/19;5;N
5302;Anthony Farias;05/01/19;6;S
5303;Renan Lopes;26/01/19;3;S
5304;Maria Sophia Moraes;16/01/19;5;N
5305;João Miguel Nogueira;13/01/19;1;S
5306;Laura Sales;02/01/19;2;S
5307;Igor Fernandes;06/01/19;3;N
5308;Fernanda Campos;13/01/19;3;N
5309;Antônio Martins;26/01/19;6;N
5310;Maria Alice Teixeira;02/01/19;2;N
5311;Eduarda Moura;19/01/19;3;N
5312;Carolina Rezende;15/01/19;5;S
5313;Ana Vitória Moraes;09/01/19;4;S
5314;Yago Vieira;07/01/19;1;N
5315;João Pedro Carvalho;18/01/19;1;N
5316;Guilherme da Luz;15/01/19;4;S
5317;Bárbara Sales;07/01/19;3;S
5318;Pietra Castro;06/01/19;2;S
5319;Juliana da Rocha;08/01/19;3;N
5320;Eduarda Sales;28/01/19;2;N
5321;Lara da Luz;02/01/19;5;N
5322;Dra. Maria Julia da Paz;08/01/19;5;S
5323;Juliana Rezende;26/01/19;2;S
5324;Noah Silveira;25/01/19;5;N
5325;Nathan Dias;17/01/19;4;N
5326;Raquel Barbosa;24/01/19;2;S
5327;Maria Sophia da Mota;16/01/19;1;S
5328;Laís da Paz;20/01/19;5;N
5329;Dr. Gustavo Gonçalves;21/01/19;6;N
5330;João Pedro Moura;10/01/19;3;S
5331;Ana Clara Rocha;24/01/19;6;S
5332;Vitor Silva;13/01/19;3;S
5333;Sophie Lopes;09/01/19;5;S
5334;Stephany Nascimento;07/01/19;3;N
5335;Thiago Aragão;13/01/19;4;S
5336;Rafael Almeida;20/01/19;6;N
5337;Beatriz Costela;31/01/19;2;N
5338;Luna Fernandes;09/01/19;3;N
5339;Thiago Correia;21/01/19;4;N
5340;Valentina Barros;20/01/19;1;S
5341;Elisa Lopes;16/01/19;6;S
5342;Yuri Rodrigues;01/01/19;6;N
5343;Bruna Vieira;21/01/19;6;S
5344;João Guilherme Nogueira;26/01/19;2;N
5345;Isis Cardoso;17/01/19;3;N
5346;Stephany Carvalho;09/01/19;3;S
5347;João Felipe da Conceição;18/01/19;6;N
5348;Ana Sophia da Conceição;03/01/19;5;N
5349;Giovanna Pires;12/01/19;5;N
5350;Dr. Rafael Ramos;17/01/19;5;S
5351;Natália Costela;15/01/19;4;N
5352;Fernando da Mota;07/01/19;3;N
5353;Isadora Rezende;06/01/19;2;N
5354;Marina da Rocha;30/01/19;4;S
5355;Alícia Moreira;06/01/19;4;S
5356;Rafael Azevedo;13/01/19;4;S
5357;Sophie Melo;27/01/19;5;N
5358;Manuela Silva;01/01/19;4;S
5359;Cecília Pinto;29/01/19;2;N
5360;Kaique Farias;26/01/19;6;S
5361;Letícia Melo;21/01/19;5;S
5362;Lucas Gabriel Barros;01/01/19;3;S
5363;Ana Sophia Pires;09/01/19;1;N
5364;Alana Ribeiro;02/01/19;5;S
5365;Miguel Mendes;14/01/19;5;S
5366;João Lucas Lopes;27/01/19;2;N
5367;Benício Pereira;07/01/19;6;N
5368;Samuel Almeida;24/01/19;2;S
5369;Enzo Moraes;12/01/19;2;S
5370;Francisco Oliveira;14/01/19;3;S
5371;Ana Beatriz Alves;30/01/19;4;N
5372;Amanda Oliveira;28/01/19;2;N
5373;Ana Farias;16/01/19;3;S
5374;Ana Julia da Mata;05/01/19;1;N
5375;Nina Pereira;05/01/19;6;N
5376;Mariane Martins;19/01/19;4;N
5377;Ana Monteiro;10/01/19;5;N
5378;Thales Nunes;03/01/19;3;N
5379;Joaquim Carvalho;13/01/19;5;N
5380;Anthony Moura;25/01/19;1;S
5381;Dr. João Pedro Souza;15/01/19;4;N
5382;Pedro Vieira;06/01/19;3;S
5383;Raul Costela;31/01/19;3;S
5384;Pietra Peixoto;07/01/19;6;N
5385;Dr. Ian Costela;22/01/19;1;N
5386;Gabriela da Mata;29/01/19;2;N
5387;Pedro Henrique da Conceição;26/01/19;4;N
5388;Marina da Mata;30/01/19;2;N
5389;Laura Melo;19/01/19;4;S
5390;Bianca Fernandes;06/01/19;2;S
5391;Danilo Cardoso;04/01/19;4;N
5392;Maria Alice Nunes;04/01/19;3;N
5393;Julia Novaes;17/01/19;4;N
5394;Ian Viana;21/01/19;5;N
5395;Otávio da Cunha;02/01/19;6;S
5396;Mirella da Rocha;06/01/19;4;S
5397;Vitória Santos;12/01/19;4;S
5398;Dra. Ana Sophia Pires;20/01/19;1;S
5399;Paulo Alves;26/01/19;1;N
5400;Gustavo Henrique Almeida;16/01/19;2;S
5401;Camila Nunes;21/01/19;3;N
5402;Alexia Castro;08/01/19;1;S
5403;Nicole Nunes;13/01/19;5;S
5404;Gabriela Dias;27/01/19;4;S
5405;Mariane Fernandes;15/01/19;6;N
5406;Dr. Lucas Cardoso;02/01/19;1;S
5407;Raquel Oliveira;26/01/19;6;N
5408;Amanda Cavalcanti;11/01/19;2;N
5409;Eduarda Novaes;30/01/19;1;S
5410;Leonardo Fogaça;16/01/19;6;N
5411;Stephany Freitas;08/01/19;4;N
5412;Isis Viana;13/01/19;3;S
5413;Lucas Gabriel Monteiro;02/01/19;2;S
5414;Daniela da Paz;17/01/19;2;N
5415;Raul Gomes;15/01/19;5;S
5416;Emilly Alves;30/01/19;5;S
5417;Alana Novaes;14/01/19;4;N
5418;Vitor Azevedo;16/01/19;5;N
5419;Marcelo Novaes;23/01/19;1;N
5420;Ana Lívia Alves;22/01/19;3;S
5421;Eduardo das Neves;20/01/19;3;S
5422;Otávio Silva;24/01/19;6;S
5423;Letícia Vieira;06/01/19;4;S
5424;Nina Gomes;24/01/19;3;N
5425;Maria Sophia Ferreira;17/01/19;5;N
5426;Bruno Ramos;23/01/19;6;N
5427;Larissa da Cunha;27/01/19;1;S
5428;Isabel da Conceição;14/01/19;6;N
5429;Mariane da Mota;31/01/19;3;S
5430;Carolina Gomes;28/01/19;1;N
5431;Dr. João Lucas Martins;19/01/19;3;S
5432;Nicole Pires;10/01/19;6;S
5433;Lucas Gabriel da Cunha;07/01/19;3;S
5434;Maria Luiza Peixoto;23/01/19;1;N
5435;Maria Luiza Araújo;19/01/19;2;N
5436;Dr. Thiago Souza;01/01/19;6;S
5437;Francisco da Rocha;23/01/19;1;N
5438;Carlos Eduardo Silva;24/01/19;6;N
5439;Kamilly da Rocha;22/01/19;2;S
5440;Pedro Lucas da Cunha;04/01/19;4;S
5441;Dra. Eduarda Cunha;02/01/19;3;S
5442;Henrique Lopes;24/01/19;6;S
5443;Caroline Jesus;01/01/19;3;S
5444;Clara Azevedo;28/01/19;5;S
5445;Julia Barbosa;09/01/19;2;N
5446;Yuri Nogueira;15/01/19;1;S
5447;Marcelo Mendes;13/01/19;2;N
5448;Stella da Costa;18/01/19;6;S
5449;Raquel Nunes;08/01/19;4;N
5450;Mariana da Mata;23/01/19;2;S
5451;Milena Cardoso;08/01/19;4;N
5452;Luiz Otávio Araújo;23/01/19;6;S
5453;Helena Cunha;23/01/19;1;S
5454;João Vitor Monteiro;19/01/19;6;S
5455;Maitê Carvalho;13/01/19;4;N
5456;Rafael Nascimento;09/01/19;3;N
5457;Lucas Moraes;28/01/19;3;S
5458;Milena da Luz;23/01/19;5;N
5459;Bruna da Costa;29/01/19;1;S
5460;Maria Clara Pereira;01/01/19;5;S
5461;Milena Viana;30/01/19;5;N
5462;Rafaela Campos;30/01/19;1;S
5463;Juan Gomes;01/01/19;2;S
5464;João Guilherme Cunha;09/01/19;5;N
5465;Bruno da Rocha;17/01/19;6;S
5466;Marina Silva;04/01/19;1;N
5467;Camila Dias;26/01/19;4;N
5468;João Vitor Barros;10/01/19;4;N
5469;Antônio Cunha;27/01/19;2;S
5470;Caio Rocha;15/01/19;5;N
5471;Julia Cavalcanti;05/01/19;5;S
5472;Rafael Monteiro;12/01/19;2;S
5473;Juan Cardoso;03/01/19;2;N
5474;Caroline da Costa;04/01/19;6;N
5475;Letícia Santos;05/01/19;1;S
5476;Murilo Moura;29/01/19;3;N
5477;Amanda da Mota;04/01/19;2;S
5478;Joana Gonçalves;10/01/19;5;N
5479;Antônio da Cunha;15/01/19;3;S
5480;Nina Pires;07/01/19;6;S
5481;Guilherme Cardoso;04/01/19;2;N
5482;Laura Almeida;23/01/19;6;N
5483;Ana Clara da Cruz;30/01/19;4;S
5484;Ana Carolina Ramos;31/01/19;4;S
5485;Samuel Cardoso;02/01/19;1;S
5486;Alice Caldeira;24/01/19;4;S
5487;Laura Nogueira;24/01/19;5;N
5488;Stephany Jesus;09/01/19;4;N
5489;Brenda Moura;28/01/19;2;N
5490;Guilherme Martins;12/01/19;1;N
5491;Rafael Melo;03/01/19;4;S
5492;João Pedro Nogueira;26/01/19;5;S
5493;Gabrielly Cavalcanti;03/01/19;4;S
5494;Laís Castro;03/01/19;4;N
5495;Thiago Costela;31/01/19;6;N
5496;Alexia Fogaça;27/01/19;3;N
5497;Ana Lívia da Conceição;15/01/19;2;N
5498;Diego Melo;04/01/19;6;N
5499;Dr. João Lucas Almeida;07/01/19;3;N
5500;Davi Cardoso;30/01/19;3;S
5501;Agatha Nunes;24/01/19;1;N
5502;Pedro Henrique Rezende;30/01/19;2;N
5503;Vitor Gabriel Rocha;31/01/19;1;S
5504;Alexandre Pereira;18/01/19;2;S
5505;Ryan Cavalcanti;24/01/19;6;S
5506;Laís Aragão;26/01/19;1;N
5507;Elisa Correia;13/01/19;1;N
5508;Lara Araújo;10/01/19;6;S
5509;Anthony Moraes;06/01/19;4;S
5510;Alice Araújo;09/01/19;3;N
5511;Breno Ferreira;13/01/19;6;N
5512;Maitê Silveira;05/01/19;2;N
5513;João Vitor Porto;22/01/19;3;S
5514;Laís Alves;22/01/19;3;N
5515;Sarah da Rocha;19/01/19;1;N
5516;Evelyn Peixoto;04/01/19;4;S
5517;Stella Aragão;22/01/19;5;N
5518;Bianca da Paz;13/01/19;3;S
5519;Dr. Lorenzo Pereira;02/01/19;1;S
5520;Dr. Marcelo Pereira;29/01/19;2;S
5521;Daniela Aragão;05/01/19;3;N
5522;Melissa Correia;04/01/19;2;N
5523;Ana Laura Azevedo;30/01/19;5;S
5524;Miguel Gonçalves;01/01/19;5;S
5525;Vicente Vieira;12/01/19;1;N
5526;Gabriel Caldeira;25/01/19;1;N
5527;Marcela Teixeira;25/01/19;2;N
5528;Maria Clara da Rosa;01/01/19;3;S
5529;Sarah Almeida;08/01/19;1;S
5530;Davi Peixoto;07/01/19;5;N
5531;Matheus Jesus;26/01/19;6;S
5532;Maria Cecília da Luz;22/01/19;1;N
5533;Maria Sophia Lima;26/01/19;2;N
5534;Cauê Gomes;30/01/19;5;S
5535;Bernardo da Cunha;02/01/19;4;S
5536;Rebeca da Mota;04/01/19;1;N
5537;Benício Rocha;26/01/19;1;S
5538;Dra. Lavínia Cardoso;07/01/19;2;S
5539;Clarice Gomes;04/01/19;6;S
5540;Dr. André Pires;15/01/19;2;S
5541;João Vitor da Cruz;13/01/19;3;N
5542;Antônio Lopes;03/01/19;4;S
5543;Thiago Pires;15/01/19;6;N
5544;Ana Carolina Silva;17/01/19;3;N
5545;Miguel da Cruz;28/01/19;1;S
5546;Pietro Nascimento;04/01/19;1;S
5547;Yuri Fogaça;10/01/19;5;N
5548;Joaquim Vieira;02/01/19;1;S
5549;Dr. Igor Nunes;31/01/19;3;S
5550;Lorenzo Nascimento;23/01/19;3;N
5551;Maria Julia Carvalho;31/01/19;1;S
5552;Bárbara da Cunha;02/01/19;3;S
5553;Alice Correia;30/01/19;2;S
5554;Emilly Araújo;13/01/19;1;S
5555;Eduardo Pinto;07/01/19;3;N
5556;Maria Vitória Viana;06/01/19;1;N
5557;Nicolas Vieira;13/01/19;4;S
5558;Benício Fogaça;04/01/19;2;S
5559;Nina Azevedo;21/01/19;4;S
5560;Joaquim Cavalcanti;14/01/19;2;S
5561;Larissa Gomes;11/01/19;6;N
5562;Anthony Pereira;12/01/19;1;S
5563;Theo da Luz;22/01/19;2;N
